Pax,Check In,Check Out,Place,Web,Name Hotel,Price(Rm),Ratings
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Core Soho Suite by BKA STAYCATION #KLIA1 #KLIA2,86,8.3
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Swiss Garden Residence Kuala Lumpur,119,7.7
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Yemala Suites @ Vortex KLCC,276,8.1
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Tropicana The Residence By Klcc,273,8.6
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,The Robertson Bukit Bintang by San Eclipses,169,8.6
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Nanas Dorsett 4pax Bukit Bintang Pavilion KL 611,0,ws9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Pavilion Embassy Suites KLCC,275,8.7
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Dorsett Residence Bukit Bintang by De Space,0,8.7
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Expressionz Suites KLCC,119,8.1
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Alanis & Core Suite Klia By Dreamscape,125,ws8
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,The Axon Suites Bukit Bintang ,144,8.3
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,The Penthouse KLCC,221,7.6
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Infini Suites@ The Robertson Bukit Bintang,163,8.6
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Chambers Premier Suites Kuala Lumpur,111,8.8
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Centrestage Petaling Jaya by Perfect Host,68,7.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Legasi Kampung Baru Guesthouse,152,8.7
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,"The AXON @ Bukit Bintang, Kuala Lumpur",198,8.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Sky Suites KLCC by Luna Suites,161,7.3
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,EkoCheras Cozy Suite by GUESTONIC,114,8.7
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,vortex suites klcc by homestay,0,ws8
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Expressionz Professional Suites  Wodages ,112,8.2
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Greystone One Bukit Ceylon ,97,7.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Eaton Residences KLCC by Luna,0,8.7
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,The Platinum Suites at KLCC by Veedu Hauz,183,8.8
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Sentral Serviced Suites Kuala Lumpur,0,8.2
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,D'Majestic Place by Widebed,115,7.8
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Axon Premier Suites Kuala Lumpur,189,8.1
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Casa Residency Apartment,73,8.1
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Ceylonz Suites by EdenZpace,140,8.5
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Infini Suites@ Scarletz Suites KLCC,178,8.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,The Establishment (EST) KL Sentral by Loop Suites,154,8.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Greystone Colony KLCC,69,7.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Sky Suites KLCC Kuala Lumpur,318,6.8
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,NO.8 Times Suites,205,8.5
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Botanical Suites @ Bangsar South,0,8.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Menara PGRM By Minsu,114,6.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Regalia Residence @ KLCC View Sky Pool by KC,78,7.6
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Ceylonz Suites by Perfect Host,148,8.2
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Neu Suites @ 3rdNvenue by Perfect Host,83,7.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Infini Suites@ Continew Residence KL,120,8.8
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Neu Suites Cozy Studio by Guestonic,71,8.1
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,One Bukit Ceylon Lumi 5 Pavillion Bukit Bintang  ,103,8.7
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,D'Majestic by Lush Living,86,8.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,KLCC  Premium Queen bed  One Bukit Ceylon ,108,ws8
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Nanas Dorsett 4pax Bukit Bintang Pavilion KL 910,0,9.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Chrisenbel Suites - Pinnacle PJ,90,8.6
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,The Axon Bukit Bintang by SMOVF BNB,255,8.2
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Vortex Suites KLCC by BlackNest,209,8.5
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Arte Mont Kiara By The Relax Stay,117,7.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Ceylonz Suites nr Pavilion & KLCC by YourSuperhost,123,8.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Yelloduck Rooms & Apartments @ Casa Residency ,118,8.3
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Mercu Summer Suite KLCC by Kuminshu,116,8.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Axon Serviced Suites Kuala Lumpur,0,8.2
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,VELOCITY KL SUITES BY PSM,153,8.2
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Limited Edition  3 bedroom + balcony @ Regalia,0,6.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Casa Mutiara Apartments by Moonlight,87,8.3
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Regalia Residence The Sky Pool Suite,111,7.3
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Hotel Primera Suite,0,8.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Minsu (Ekocheras),0,7.7
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,The Perfect Getaway 2.0 @ Tamarind Suites 300mbps,99,9.1
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Studio 109 Regalia Suite KL,80,ws7
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Manatidur@THE HUB SS2,88,8.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,"Horizon Suite Homestay, KLIA by S&T Homez",121,8.6
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Bell Suite @ Sepang KLIA Kota Warisan,125,8.4
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Scarletz Suites KLCC by De Harlequins Guesthouse,61,8.3
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Soho Suites KLCC by Rizq ,246,7.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Neu Suites By Moonlight,65,8.3
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,ARK Staycation Home,34,8.8
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,"Infini Suites@ UNA Residences, Sunway Velocity KL",164,8.9
"1 adult,1 child1 room",2024-09-29,2024-10-01,Kuala Lumpur,Agoda,Arte Plus KLCC by Cobnb,88,8.2
